Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621547861.4242396,"[label: ""angles""
size: 4
stride: 1]",0,0.0399906262755394,0.3454858660697937,-0.014737974852323532,0.9374556541442871
1621547886.6883838,"[label: ""angles""
size: 4
stride: 1]",0,0.04133916646242142,0.506118893623352,-0.024296607822179794,0.8611297607421875
1621547921.6481879,"[label: ""angles""
size: 4
stride: 1]",0,-0.13827992975711823,0.3607197403907776,0.054172124713659286,0.9207742810249329
1621547953.5116832,"[label: ""angles""
size: 4
stride: 1]",0,-0.16416525840759277,0.2969442307949066,0.05190121382474899,0.9392444491386414
1621547988.4794877,"[label: ""angles""
size: 4
stride: 1]",0,-0.15412402153015137,0.2424371987581253,0.039042241871356964,0.9570505023002625
1621548022.5514297,"[label: ""angles""
size: 4
stride: 1]",0,0.1320079267024994,0.3437502682209015,-0.04887470602989197,0.9284508228302002
1621548050.6171365,"[label: ""angles""
size: 4
stride: 1]",0,0.12367955595254898,0.20258668065071106,-0.02580202743411064,0.97107994556427
1621548083.9131243,"[label: ""angles""
size: 4
stride: 1]",0,-0.010278047062456608,0.2066831886768341,0.00217130477540195,0.9783515334129333
1621548120.6731033,"[label: ""angles""
size: 4
stride: 1]",0,0.14477427303791046,0.5035548210144043,-0.08603085577487946,0.8473910689353943
1621548148.648461,"[label: ""angles""
size: 4
stride: 1]",0,0.011007149703800678,0.3710220456123352,-0.0043981499038636684,0.9285483956336975
