Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621550496.1691673,"[label: ""angles""
size: 4
stride: 1]",0,0.11045776307582855,0.4960034191608429,-0.06378783285617828,0.8589009046554565
1621550513.816935,"[label: ""angles""
size: 4
stride: 1]",0,-0.0047502340748906136,0.21343089640140533,0.0010377714643254876,0.9769460558891296
1621550536.8326464,"[label: ""angles""
size: 4
stride: 1]",0,-0.04998960718512535,0.5134629011154175,0.0299812164157629,0.8561297059059143
1621550556.040228,"[label: ""angles""
size: 4
stride: 1]",0,-0.05107986554503441,0.4468594789505005,0.02556683123111725,0.8927786946296692
1621550573.0725207,"[label: ""angles""
size: 4
stride: 1]",0,-0.16080033779144287,0.49841320514678955,0.09466463327407837,0.8466204404830933
1621550591.3842578,"[label: ""angles""
size: 4
stride: 1]",0,-0.061019282788038254,0.4010063707828522,0.026781773194670677,0.9136483073234558
1621550607.5122151,"[label: ""angles""
size: 4
stride: 1]",0,0.058781467378139496,0.2991802394390106,-0.01846897229552269,0.952205240726471
1621550629.7602515,"[label: ""angles""
size: 4
stride: 1]",0,-0.0024450907949358225,0.3430459797382355,0.0008929682662710547,0.9393150210380554
1621550649.5599782,"[label: ""angles""
size: 4
stride: 1]",0,-0.046807557344436646,0.3826141357421875,0.019413433969020844,0.9225175380706787
1621550664.7841496,"[label: ""angles""
size: 4
stride: 1]",0,0.08190333843231201,0.2868806719779968,-0.02462579868733883,0.9541409015655518
