Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621551678.7117488,"[label: ""angles""
size: 4
stride: 1]",0,0.1558361053466797,0.39488470554351807,-0.06815905123949051,0.9028485417366028
1621551705.2559783,"[label: ""angles""
size: 4
stride: 1]",0,0.17277249693870544,0.367767870426178,-0.06974303722381592,0.9110611081123352
1621551728.9353218,"[label: ""angles""
size: 4
stride: 1]",0,0.11397133022546768,0.4154525399208069,-0.052557334303855896,0.9009147882461548
1621551752.0088956,"[label: ""angles""
size: 4
stride: 1]",0,-0.14719738066196442,0.4568520784378052,0.07695112377405167,0.8738979697227478
1621551777.6729221,"[label: ""angles""
size: 4
stride: 1]",0,0.11526241898536682,0.3770551085472107,-0.04735422506928444,0.9177699089050293
1621551799.8408694,"[label: ""angles""
size: 4
stride: 1]",0,0.05622268468141556,0.30344176292419434,-0.017938949167728424,0.9510206580162048
1621551828.9206445,"[label: ""angles""
size: 4
stride: 1]",0,-0.152706116437912,0.4900591969490051,0.08765751868486404,0.8537206649780273
1621551862.568733,"[label: ""angles""
size: 4
stride: 1]",0,0.03218449279665947,0.4454410672187805,-0.016025563701987267,0.8945890665054321
1621551884.8084621,"[label: ""angles""
size: 4
stride: 1]",0,-0.01824883557856083,0.36705055832862854,0.007202459964901209,0.9299941062927246
1621551912.704119,"[label: ""angles""
size: 4
stride: 1]",0,0.1163041889667511,0.24193432927131653,-0.029223522171378136,0.9628536105155945
