Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621550059.5594835,"[label: ""angles""
size: 4
stride: 1]",0,-0.023478183895349503,0.21741046011447906,0.005231079179793596,0.9757838249206543
1621550082.4875758,"[label: ""angles""
size: 4
stride: 1]",0,-0.10959414392709732,0.3037462532520294,0.0351974256336689,0.9457740187644958
1621550104.1373043,"[label: ""angles""
size: 4
stride: 1]",0,0.14864203333854675,0.33876579999923706,-0.054292842745780945,0.9274672865867615
1621550121.9130242,"[label: ""angles""
size: 4
stride: 1]",0,0.0453970804810524,0.21357880532741547,-0.009936110116541386,0.9758198857307434
1621550149.3211925,"[label: ""angles""
size: 4
stride: 1]",0,-0.11182569712400436,0.4311996102333069,0.053956225514411926,0.893672525882721
1621550172.1687102,"[label: ""angles""
size: 4
stride: 1]",0,0.1069825142621994,0.30017274618148804,-0.03390117734670639,0.9472601413726807
1621550196.1846063,"[label: ""angles""
size: 4
stride: 1]",0,0.09902345389127731,0.26661738753318787,-0.027550041675567627,0.958306074142456
1621550222.4968426,"[label: ""angles""
size: 4
stride: 1]",0,0.02744254842400551,0.23446428775787354,-0.006621590815484524,0.9717147350311279
1621550246.7920983,"[label: ""angles""
size: 4
stride: 1]",0,0.15569192171096802,0.3629922568798065,-0.061655715107917786,0.9166216254234314
1621550274.0164309,"[label: ""angles""
size: 4
stride: 1]",0,0.13668029010295868,0.24522250890731812,-0.034944672137498856,0.9591471552848816
