Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621552833.9686909,"[label: ""angles""
size: 4
stride: 1]",0,-0.12650489807128906,0.3132665157318115,0.042147766798734665,0.9402574896812439
1621552857.0001903,"[label: ""angles""
size: 4
stride: 1]",0,-0.1537158340215683,0.2718523442745209,0.044035498052835464,0.9489618539810181
1621552880.8563538,"[label: ""angles""
size: 4
stride: 1]",0,-0.09198718518018723,0.48600512742996216,0.05153026804327965,0.8675724864006042
1621552905.1678197,"[label: ""angles""
size: 4
stride: 1]",0,0.15490935742855072,0.4107583165168762,-0.07104173302650452,0.895675003528595
1621552928.2321897,"[label: ""angles""
size: 4
stride: 1]",0,-0.16836151480674744,0.1990635246038437,0.0347377210855484,0.9647908806800842
1621552955.8715496,"[label: ""angles""
size: 4
stride: 1]",0,-0.13582803308963776,0.46463969349861145,0.07237326353788376,0.872022271156311
1621552977.01574,"[label: ""angles""
size: 4
stride: 1]",0,0.1637118011713028,0.35021862387657166,-0.062310896813869476,0.9201427698135376
1621552997.5034707,"[label: ""angles""
size: 4
stride: 1]",0,-0.0216654222458601,0.21368609368801117,0.0047402819618582726,0.976650595664978
1621553029.065202,"[label: ""angles""
size: 4
stride: 1]",0,0.130086287856102,0.4618896543979645,-0.06869646906852722,0.874652087688446
1621553050.9847982,"[label: ""angles""
size: 4
stride: 1]",0,-0.09046215564012527,0.3977490961551666,0.03944570943713188,0.9121711850166321
