Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621553165.3841562,"[label: ""angles""
size: 4
stride: 1]",0,0.13547074794769287,0.4249557554721832,-0.06448919326066971,0.8926933407783508
1621553190.8961287,"[label: ""angles""
size: 4
stride: 1]",0,-0.0007043082732707262,0.26814618706703186,0.00019603683904279023,0.9633779525756836
1621553217.9277341,"[label: ""angles""
size: 4
stride: 1]",0,0.07041505724191666,0.533612847328186,-0.04464588314294815,0.8416090607643127
1621553242.1517162,"[label: ""angles""
size: 4
stride: 1]",0,-0.07869888097047806,0.5383852124214172,0.05059206485748291,0.8374893069267273
1621553268.2797244,"[label: ""angles""
size: 4
stride: 1]",0,0.15772973001003265,0.3758554756641388,-0.06508718430995941,0.910833477973938
1621553286.4473038,"[label: ""angles""
size: 4
stride: 1]",0,-0.009855516254901886,0.43410763144493103,0.004749534651637077,0.9007945656776428
1621553306.8256047,"[label: ""angles""
size: 4
stride: 1]",0,0.06959627568721771,0.33321985602378845,-0.024672355502843857,0.9399532675743103
1621553334.6251118,"[label: ""angles""
size: 4
stride: 1]",0,-0.11247988045215607,0.48137030005455017,0.06244862824678421,0.8670242428779602
1621553360.5691395,"[label: ""angles""
size: 4
stride: 1]",0,-0.14928214251995087,0.4888741075992584,0.08533298969268799,0.8552398681640625
1621553390.3048356,"[label: ""angles""
size: 4
stride: 1]",0,0.11986276507377625,0.39848434925079346,-0.05261532589793205,0.9077856540679932
