Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621552076.8729684,"[label: ""angles""
size: 4
stride: 1]",0,-0.1337253451347351,0.45803964138031006,0.06991942226886749,0.8760299682617188
1621552097.456655,"[label: ""angles""
size: 4
stride: 1]",0,0.04427070543169975,0.23129846155643463,-0.010536691173911095,0.9718179106712341
1621552127.5764718,"[label: ""angles""
size: 4
stride: 1]",0,0.08054614812135696,0.37688708305358887,-0.03291912376880646,0.9221631288528442
1621552149.1047304,"[label: ""angles""
size: 4
stride: 1]",0,0.12351429462432861,0.3805178999900818,-0.051362790167331696,0.9150476455688477
1621552172.280324,"[label: ""angles""
size: 4
stride: 1]",0,0.1659594476222992,0.44659140706062317,-0.08469214290380478,0.8751233220100403
1621552199.104063,"[label: ""angles""
size: 4
stride: 1]",0,-0.07909159362316132,0.4506540894508362,0.04012570157647133,0.8882822394371033
1621552221.4719281,"[label: ""angles""
size: 4
stride: 1]",0,-0.03924642875790596,0.49489137530326843,0.022382089868187904,0.8677794933319092
1621552244.2161024,"[label: ""angles""
size: 4
stride: 1]",0,-0.10326264053583145,0.20192784070968628,0.021414680406451225,0.9737060070037842
1621552272.8955579,"[label: ""angles""
size: 4
stride: 1]",0,-0.06863028556108475,0.45900046825408936,0.03559207543730736,0.8850659132003784
1621552293.199637,"[label: ""angles""
size: 4
stride: 1]",0,0.17005285620689392,0.2552632987499237,-0.04565906524658203,0.9507039189338684
