Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621550847.520873,"[label: ""angles""
size: 4
stride: 1]",0,-0.11689687520265579,0.39675024151802063,0.051020607352256775,0.9090221524238586
1621550873.6805215,"[label: ""angles""
size: 4
stride: 1]",0,-0.02515748143196106,0.3705478012561798,0.010040785185992718,0.9284183382987976
1621550891.832465,"[label: ""angles""
size: 4
stride: 1]",0,0.055623896420001984,0.2989433705806732,-0.01745784655213356,0.952488362789154
1621550912.1844032,"[label: ""angles""
size: 4
stride: 1]",0,0.06555692106485367,0.4428083300590515,-0.032484669238328934,0.8936262130737305
1621550928.8481019,"[label: ""angles""
size: 4
stride: 1]",0,-0.023456020280718803,0.3560914099216461,0.00894161593168974,0.9341139197349548
1621550943.968073,"[label: ""angles""
size: 4
stride: 1]",0,0.1272510439157486,0.39475885033607483,-0.05530813708901405,0.9082475304603577
1621550962.5201662,"[label: ""angles""
size: 4
stride: 1]",0,0.09036034345626831,0.4612928628921509,-0.04729312285780907,0.8813666701316833
1621550980.9116418,"[label: ""angles""
size: 4
stride: 1]",0,-0.027885882183909416,0.5013611912727356,0.01616966538131237,0.8646374344825745
1621551001.0235958,"[label: ""angles""
size: 4
stride: 1]",0,0.05715705454349518,0.20831838250160217,-0.012195741757750511,0.9763133525848389
1621551027.1035101,"[label: ""angles""
size: 4
stride: 1]",0,0.04953093081712723,0.48777252435684204,-0.02773411199450493,0.8711231350898743
